0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:39:33 +0800] "GET / HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /verifyUtil.do HTTP/1.1" 200 612
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:29 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:29 +0800] "GET /verifyUtil.do HTTP/1.1" 200 603
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:29 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:29 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:29 +0800] "GET /verifyUtil.do HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:29 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:29 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:29 +0800] "GET /verifyUtil.do HTTP/1.1" 200 591
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:29 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:10 +0800] "GET /verifyUtil.do?0 HTTP/1.1" 200 701
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:11 +0800] "GET /verifyUtil.do?39 HTTP/1.1" 200 607
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:11 +0800] "GET /verifyUtil.do?78 HTTP/1.1" 200 564
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:11 +0800] "GET /verifyUtil.do?28 HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:14 +0800] "GET /verifyUtil.do?89 HTTP/1.1" 200 715
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:14 +0800] "GET /verifyUtil.do?64 HTTP/1.1" 200 561
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:15 +0800] "GET /verifyUtil.do?3 HTTP/1.1" 200 611
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:21 +0800] "GET /verifyUtil.do?68 HTTP/1.1" 200 618
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:21 +0800] "GET /verifyUtil.do?88 HTTP/1.1" 200 661
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:22 +0800] "GET /verifyUtil.do?29 HTTP/1.1" 200 734
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:22 +0800] "GET /verifyUtil.do?91 HTTP/1.1" 200 618
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:23 +0800] "GET /verifyUtil.do?75 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:24 +0800] "GET /verifyUtil.do?99 HTTP/1.1" 200 527
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:25 +0800] "GET /verifyUtil.do?67 HTTP/1.1" 200 588
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:27 +0800] "GET /verifyUtil.do?26 HTTP/1.1" 200 512
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:27 +0800] "GET /verifyUtil.do?5 HTTP/1.1" 200 600
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:46:27 +0800] "GET /verifyUtil.do?60 HTTP/1.1" 200 669
